,Comment,Hate,clean_comment,Tokens,Length,devanagari
290,"Kabhi nafrat to kabhi dilo ka mail hai,",0,kabhi nafrat kabhi dilo ka mail hai,"['kabhi', 'nafrat', 'kabhi', 'dilo', 'ka', 'mail', 'hai']",7,कभी नफरत कभी दिलो का मेल है
291,Be dosti hi yaha “NOT FOR SALE” hai. pic.twitter.com/kcgcEOSw6b,0,dosti hi yaha “ sale ” hai pictwittercomkcgceoswb,"['dosti', 'hi', 'yaha', '“', 'sale', '”', 'hai', 'pictwittercomkcgceoswb']",8,दोस्ति हि यह “ सले ” है पिच्त्वित्तेर्चोम्क्च्ग्चेओस्व्ब्
292,"In Hindi there is song 4 Pak establishment, ""Tayyab Ali Pyaar ka Dushman hai hai hai.... Pak love to hate.",0,hindi song pak establishment tayyab ali pyaar ka dushman hai hai hai pak love hate,"['hindi', 'song', 'pak', 'establishment', 'tayyab', 'ali', 'pyaar', 'ka', 'dushman', 'hai', 'hai', 'hai', 'pak', 'love', 'hate']",15,हिंदी सांग पाक इस्टैब्लिशमेंट तय्यब अली प्यार का दुश्मन है है है पाक लव हेट
293,juth muje bhi pasnd nai.. I Hate It.. jo bat samne bolna hai bolo acha lagta h,1,juth muje bhi pasnd nai hate jo bat samne bolna hai bolo acha lagta h,"['juth', 'muje', 'bhi', 'pasnd', 'nai', 'hate', 'jo', 'bat', 'samne', 'bolna', 'hai', 'bolo', 'acha', 'lagta', 'h']",15,जूथ मुझे भी पसंद नै हेट जो बात सामने बोलना है बोलो ाचा लगता ह
294,Aur Trust Kabhi na kabhi aiSe waise tut jata h,0,aur trust kabhi na kabhi aise waise tut jata h,"['aur', 'trust', 'kabhi', 'na', 'kabhi', 'aise', 'waise', 'tut', 'jata', 'h']",10,और ट्रस्ट कभी न कभी ऐसे वैसे टूट जाता ह
295,Isi wale muhammad aur allah ki ayesha ka rape kr rhe ...ayesha bachao bacho kr rhi,0,isi wale muhammad aur allah ki ayesha ka rape kr rhe ayesha bachao bacho kr rhi,"['isi', 'wale', 'muhammad', 'aur', 'allah', 'ki', 'ayesha', 'ka', 'rape', 'kr', 'rhe', 'ayesha', 'bachao', 'bacho', 'kr', 'rhi']",16,इसी वाले मुहम्मद और अल्लाह की आयेशा का रपे क्र रहे आयेशा बचाओ बचो क्र रही
296,"1 @Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0,USER,['USER'],1,यूजर
297,JO DEBATE KARE.,0,jo debate kare,"['jo', 'debate', 'kare']",3,जो डिबेट करे
298,MR.MUKESH AMBANEE MADARCHAOD TERRE BETEE NISHA USHKEE GAAND KISEE AUR SE MARAYEE AIR BAOLEE MAI RAPE,0,mrmukesh ambanee madarchaod terre betee nisha ushkee gaand kisee aur se marayee air baolee mai rape,"['mrmukesh', 'ambanee', 'madarchaod', 'terre', 'betee', 'nisha', 'ushkee', 'gaand', 'kisee', 'aur', 'se', 'marayee', 'air', 'baolee', 'mai', 'rape']",16,मरमुकेष अम्बानी मादरचौड़ टेर्रे बेटी निशा ुश्की गांड किसी और से मरई एयर बाओली मई रपे
299,TEREE POLICE KI MSS CHAODOON,0,teree police ki mss chaodoon,"['teree', 'police', 'ki', 'mss', 'chaodoon']",5,तेरी पुलिस की एमएसएस चौडूँ
300,# Hakumat Khud Dahshatgard hai Agents ko Pala hua hai Lootmaar Crime Murder se Maal Banarahe hain,0,hakumat khud dahshatgard hai agents ko pala hua hai lootmaar crime murder se maal banarahe hain,"['hakumat', 'khud', 'dahshatgard', 'hai', 'agents', 'ko', 'pala', 'hua', 'hai', 'lootmaar', 'crime', 'murder', 'se', 'maal', 'banarahe', 'hain']",16,हकूमत खुद दहशतगर्द है एजेंट्स को पला हुआ है लूटमार क्राइम मर्डर से माल बनारहे हैं
301,One Faadu Question...,0,one faadu question,"['one', 'faadu', 'question']",3,ओने फाडू क्वेश्चन
302,Ye Nafrat bhara programme band karo Ye Islam ko badnam karne ki kodhish hay,0,ye nafrat bhara programme band karo ye islam ko badnam karne ki kodhish hay,"['ye', 'nafrat', 'bhara', 'programme', 'band', 'karo', 'ye', 'islam', 'ko', 'badnam', 'karne', 'ki', 'kodhish', 'hay']",14,ये नफरत भरा प्रोग्राम बंद करो ये इस्लाम को बदनाम करने की कोधीश है
303,Bewakoof banakar khaayi me fek dete hai ...Use gaali dete hai ...use judge karte hai ..use hate karte hai toh woh bacha bohat sadme me din,0,bewakoof banakar khaayi fek dete hai use gaali dete hai use judge karte hai use hate karte hai toh woh bacha bohat sadme din,"['bewakoof', 'banakar', 'khaayi', 'fek', 'dete', 'hai', 'use', 'gaali', 'dete', 'hai', 'use', 'judge', 'karte', 'hai', 'use', 'hate', 'karte', 'hai', 'toh', 'woh', 'bacha', 'bohat', 'sadme', 'din']",24,बेवक़ूफ़ बनाकर खायी फेक देते है उसे गाली देते है उसे जज करते है उसे हेट करते है तोह वह बचा बोहत सदमे दिन
304,waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai.,0,waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai,"['waise', 'hi', 'ho', 'ga', 'jaisa', 'har', 'rapist', 'aap', 'ki', 'party', 'se', 'hota', 'hai', 'aur', 'aap', 'phir', 'bhi', 'rape', 'party', 'ko', 'support', 'karti', 'hai']",23,वैसे ही हो गए जैसा हर रेपिस्ट आप की पार्टी से होता है और आप फिर भी रपे पार्टी को सपोर्ट करती है
305,pehle se pata tha but aaj confirm ho gaya apna kuch nhi jaata but still i hate them,1,pehle se pata tha aaj confirm ho gaya apna kuch nhi jaata still hate,"['pehle', 'se', 'pata', 'tha', 'aaj', 'confirm', 'ho', 'gaya', 'apna', 'kuch', 'nhi', 'jaata', 'still', 'hate']",14,पहले से पता था आज कन्फर्म हो गया अपना कुछ नहीं जाता स्टिल हेट
306,Kya bat karte ho sir?,0,kya bat karte ho sir,"['kya', 'bat', 'karte', 'ho', 'sir']",5,क्या बात करते हो सर
307,tum aaj ptaa chaala hai main smart hu?,0,tum aaj ptaa chaala hai main smart hu,"['tum', 'aaj', 'ptaa', 'chaala', 'hai', 'main', 'smart', 'hu']",8,तुम आज पता चाला है मैं स्मार्ट हु
308,"I don't hate , let them love apna kya jaata hai?",0,dont hate let love apna kya jaata hai,"['dont', 'hate', 'let', 'love', 'apna', 'kya', 'jaata', 'hai']",8,डोंट हेट लेट लव अपना क्या जाता है
309,INKE PAS LICENSE HAI KHOON KHARABA KARNE KA,0,inke pas license hai khoon kharaba karne ka,"['inke', 'pas', 'license', 'hai', 'khoon', 'kharaba', 'karne', 'ka']",8,इनके पास लाइसेंस है खून खराबा करने का
310,I love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,0,love kahne par bhi hate kahne par bhi bura maan jate haiv,"['love', 'kahne', 'par', 'bhi', 'hate', 'kahne', 'par', 'bhi', 'bura', 'maan', 'jate', 'haiv']",12,लव कहने पर भी हेट कहने पर भी बुरा मान जाते हैव
311,Es army ka Maine bohat sath diya lekin Lahore attack k baad mujhe Es khusri army se nafrat ho gayi hai. Enkay pas atom nhi@OfficialDGISPR,1,es army ka maine bohat sath diya lekin lahore attack k baad mujhe es khusri army se nafrat ho gayi hai enkay pas atom nhiUSER,"['es', 'army', 'ka', 'maine', 'bohat', 'sath', 'diya', 'lekin', 'lahore', 'attack', 'k', 'baad', 'mujhe', 'es', 'khusri', 'army', 'se', 'nafrat', 'ho', 'gayi', 'hai', 'enkay', 'pas', 'atom', 'nhiUSER']",25,इस आर्मी का मैंने बोहत साथ दिया लेकिन लाहौर अटैक क बाद मुझे इस ख़ुसरी आर्मी से नफरत हो गयी है इनके पास एटम नहींउसेर
312,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,0,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,"['kabhi', 'kabhi', 'logon', 'ki', 'nafrat', 'hi', 'insan', 'ki', 'strength', 'ka', 'reason', 'hota', 'ha']",13,कभी कभी लोगों की नफरत ही इंसान की स्ट्रेंथ का रीज़न होता है
313,Bhagwa atankiyon ne bhi rape kiye hain...,0,bhagwa atankiyon ne bhi rape kiye hain,"['bhagwa', 'atankiyon', 'ne', 'bhi', 'rape', 'kiye', 'hain']",7,भगवा आतंकियों ने भी रपे किये हैं
314,I hate cigeratte lekin kbhi kbhar dil chahta hai k pe he lu.,1,hate cigeratte lekin kbhi kbhar dil chahta hai k pe lu,"['hate', 'cigeratte', 'lekin', 'kbhi', 'kbhar', 'dil', 'chahta', 'hai', 'k', 'pe', 'lu']",11,हेट सिगरेट लेकिन कभी कभार दिल चाहता है क पे लू
315,"Zee news pe Fatah ka Fatwa ban hona chahiye, ye yahan Hindu aur Musalamanon men Nafrat faila Raha hai.",0,zee news pe fatah ka fatwa ban hona chahiye ye yahan hindu aur musalamanon men nafrat faila raha hai,"['zee', 'news', 'pe', 'fatah', 'ka', 'fatwa', 'ban', 'hona', 'chahiye', 'ye', 'yahan', 'hindu', 'aur', 'musalamanon', 'men', 'nafrat', 'faila', 'raha', 'hai']",19,ज़ी न्यूज़ पे फतह का फतवा बन होना चाहिए ये यहाँ हिन्दू और मुसलमानों में नफरत फैला रहा है
316,frustration & hatred bhai bhai,0,frustration hatred bhai bhai,"['frustration', 'hatred', 'bhai', 'bhai']",4,फ़्रस्ट्रेशन हैट्रेड भाई भाई
317,"@Rasheed14741988 Aur to baar baar Indian agency par lapet raha hai, Islamic terrorism koi Indian ka phenomena to nahi",0,USER,['USER'],1,यूजर
318,aby randi ke bachy Rape ke kaam india main hote hain ... rapistan india ko bolte hain,0,aby randi ke bachy rape ke kaam india main hote hain rapistan india ko bolte hain,"['aby', 'randi', 'ke', 'bachy', 'rape', 'ke', 'kaam', 'india', 'main', 'hote', 'hain', 'rapistan', 'india', 'ko', 'bolte', 'hain']",16,आबय रंडी के बची रपे के काम इंडिया मैं होते हैं रापीस्तान इंडिया को बोलते हैं
319,"Sir hukmaranon ko to kya kehna, Army ko bhee ab recharge k liey khoon chahiye ZIADA, AUR ZIADA",0,sir hukmaranon ko kya kehna army ko bhee ab recharge k liey khoon chahiye ziada aur ziada,"['sir', 'hukmaranon', 'ko', 'kya', 'kehna', 'army', 'ko', 'bhee', 'ab', 'recharge', 'k', 'liey', 'khoon', 'chahiye', 'ziada', 'aur', 'ziada']",17,सर हुक्मरानों को क्या कहना आर्मी को भी अब रिचार्ज क लिए खून चाहिए ज़्यादा और ज़्यादा
320,16  Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0,dec nirbhaya rape case ke baad se aaj se delhi mahilaao ke liye kitni surakshit hui hai,"['dec', 'nirbhaya', 'rape', 'case', 'ke', 'baad', 'se', 'aaj', 'se', 'delhi', 'mahilaao', 'ke', 'liye', 'kitni', 'surakshit', 'hui', 'hai']",17,देश निर्भया रपे केस के बाद से आज से दिल्ली महिलाओ के लिए कितनी सुरक्षित हुई है
321,ye dekho Prashant ko terror ka religion para chal Gaya. Sharam Karo.,0,ye dekho prashant ko terror ka religion para chal gaya sharam karo,"['ye', 'dekho', 'prashant', 'ko', 'terror', 'ka', 'religion', 'para', 'chal', 'gaya', 'sharam', 'karo']",12,ये देखो प्रशांत को टेरर का रिलिजन पारा चल गया शर्म करो
322,"1@Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0,USER,['USER'],1,यूजर
323,Dil to chahta ha Hitler ki tarha tamam HODs ko sammandar main lajakar kashti bumb maar da army,0,dil chahta ha hitler ki tarha tamam hods ko sammandar main lajakar kashti bumb maar da army,"['dil', 'chahta', 'ha', 'hitler', 'ki', 'tarha', 'tamam', 'hods', 'ko', 'sammandar', 'main', 'lajakar', 'kashti', 'bumb', 'maar', 'da', 'army']",17,दिल चाहता है हिटलर की तरह तमाम होड्स को सम्मानदार मैं लजाकर कश्ती बम्ब मार डा आर्मी
324,Aaj ek question Z News pr pucha Gaya... 16 Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0,aaj ek question z news pr pucha gaya dec nirbhaya rape case ke baad se aaj se delhi mahilaao ke liye kitni surakshit hui hai,"['aaj', 'ek', 'question', 'z', 'news', 'pr', 'pucha', 'gaya', 'dec', 'nirbhaya', 'rape', 'case', 'ke', 'baad', 'se', 'aaj', 'se', 'delhi', 'mahilaao', 'ke', 'liye', 'kitni', 'surakshit', 'hui', 'hai']",25,आज एक क्वेश्चन ज़ न्यूज़ पर पूछा गया देश निर्भया रपे केस के बाद से आज से दिल्ली महिलाओ के लिए कितनी सुरक्षित हुई है
325,aap hi ja k supreme court k judges ka kaam kar leejiye na. kabhi to bhai samjhdaari ki baat kr liya kro sir ji!!,0,aap hi ja k supreme court k judges ka kaam kar leejiye na kabhi bhai samjhdaari ki baat kr liya kro sir ji,"['aap', 'hi', 'ja', 'k', 'supreme', 'court', 'k', 'judges', 'ka', 'kaam', 'kar', 'leejiye', 'na', 'kabhi', 'bhai', 'samjhdaari', 'ki', 'baat', 'kr', 'liya', 'kro', 'sir', 'ji']",23,आप ही जा क सुप्रीम कोर्ट क जजस का काम कर लीजिये न कभी भाई समझदारी की बात क्र लिया करो सर जी
326,"Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.",0,aaj dna dikhaa raha tha ke aap ne dilli ke gaand maar rakhi hai daily rape ho rahe hai,"['aaj', 'dna', 'dikhaa', 'raha', 'tha', 'ke', 'aap', 'ne', 'dilli', 'ke', 'gaand', 'maar', 'rakhi', 'hai', 'daily', 'rape', 'ho', 'rahe', 'hai']",19,आज डीएनए दिखा रहा था के आप ने दिल्ली के गांड मार राखी है डेली रपे हो रहे है
327,1.Agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,0,agar terrorism ka end chty hain apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,"['agar', 'terrorism', 'ka', 'end', 'chty', 'hain', 'apny', 'ass', 'pas', 'k', 'garebon', 'ka', 'khyal', 'rakha', 'krain', 'kyon', 'k', 'go', 'b', 'khud', 'ko', 'bomb', 'se', 'urata', 'hai', 'woh', 'gareb', 'hi', 'hota', 'hai']",30,अगर टेररिज्म का एन्ड छती हैं अपनी अस्स पास क गरीबों का ख्याल रखा करें क्यों क जो बी खुद को बम से ुरता है वह गरीब ही होता है
328,Abe ganje @ShekharGupta tu batting karta rah @yadavakhilesh ka because of hate @narendramodi 11th march. @tavleen_singhhttps://twitter.com/shekhargupta/status/831343862664695809 …,0,abe ganje USER,"['abe', 'ganje', 'USER']",3,अबे गंजे यूजर
329,mohabbat ky pardy mai karty ho nafrat.,0,mohabbat ky pardy mai karty ho nafrat,"['mohabbat', 'ky', 'pardy', 'mai', 'karty', 'ho', 'nafrat']",7,मोहब्बत की पारदी मई करती हो नफरत
330,BACCHE KABHI KABHI RAPE KARLETE HAI BECHARE  https://plus.google.com/111437510627639906525/posts/NDq4qdYmJiR?_utm_source=199-1-1 …,0,bacche kabhi kabhi rape karlete hai bechare …,"['bacche', 'kabhi', 'kabhi', 'rape', 'karlete', 'hai', 'bechare', '…']",8,बच्चे कभि कभि रपे कर्लेते है बेचरे …
331,I hate girls bolne Vale londe vohi hote hai Jo sale YouTube par jaakr how to impress girls jaisi bakchod videos dekhte hai.,0,hate girls bolne vale londe vohi hote hai jo sale youtube par jaakr impress girls jaisi bakchod videos dekhte hai,"['hate', 'girls', 'bolne', 'vale', 'londe', 'vohi', 'hote', 'hai', 'jo', 'sale', 'youtube', 'par', 'jaakr', 'impress', 'girls', 'jaisi', 'bakchod', 'videos', 'dekhte', 'hai']",20,हेट गर्ल्स बोलने वाले लोंदे वोही होते है जो सेल यूट्यूब पर जाकर इम्प्रेस गर्ल्स जैसी बकचोद वीडियोस देखते है
332,"ha ha education? salo tumne education ke naam par orto ko nanga kar rakha he, or rape badhte ja rahe, sirf or sirf isliye",0,ha ha education salo tumne education ke naam par orto ko nanga kar rakha rape badhte ja rahe sirf sirf isliye,"['ha', 'ha', 'education', 'salo', 'tumne', 'education', 'ke', 'naam', 'par', 'orto', 'ko', 'nanga', 'kar', 'rakha', 'rape', 'badhte', 'ja', 'rahe', 'sirf', 'sirf', 'isliye']",21,है है एजुकेशन सालो तुमने एजुकेशन के नाम पर ोर्टो को नंगा कर रखा रपे बढ़ते जा रहे सिर्फ सिर्फ इसलिए
333,"ek gang ke crime se terrorism prove nahi hota, agar hota to UN ne ban lagaya hota.",0,ek gang ke crime se terrorism prove nahi hota agar hota un ne ban lagaya hota,"['ek', 'gang', 'ke', 'crime', 'se', 'terrorism', 'prove', 'nahi', 'hota', 'agar', 'hota', 'un', 'ne', 'ban', 'lagaya', 'hota']",16,एक गैंग के क्राइम से टेररिज्म प्रोवे नहीं होता अगर होता उन ने बन लगाया होता
334,"waise to shia sunni apas me ladate rahate hain iraq iran me, lekin wah terrorism nahi kaha gaya.",0,waise shia sunni apas ladate rahate hain iraq iran lekin wah terrorism nahi kaha gaya,"['waise', 'shia', 'sunni', 'apas', 'ladate', 'rahate', 'hain', 'iraq', 'iran', 'lekin', 'wah', 'terrorism', 'nahi', 'kaha', 'gaya']",15,वैसे शिया सुन्नी आपस लड़ते रहते हैं इराक ईरान लेकिन वह टेररिज्म नहीं कहा गया
335,"aur us ek gang ke upar bhee ilzam hai, ilzam politically motivated ho saka hai.islamic terrorism worldwide hai",0,aur us ek gang ke upar bhee ilzam hai ilzam politically motivated ho saka haiislamic terrorism worldwide hai,"['aur', 'us', 'ek', 'gang', 'ke', 'upar', 'bhee', 'ilzam', 'hai', 'ilzam', 'politically', 'motivated', 'ho', 'saka', 'haiislamic', 'terrorism', 'worldwide', 'hai']",18,और उस एक गैंग के ऊपर भी इलज़ाम है इलज़ाम पॉलिटिकली मोटिवेटेड हो सका हैइस्लामिक टेररिज्म वर्ल्डवाइड है
336,akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise UP crime free hai aur log yu hi sawal kar rahe hain,0,akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise crime free hai aur log yu hi sawal kar rahe hain,"['akhilesh', 'se', 'rape', 'ka', 'sawal', 'pochne', 'pe', 'apko', 'bahut', 'bura', 'lag', 'raha', 'hai', 'jaise', 'crime', 'free', 'hai', 'aur', 'log', 'yu', 'hi', 'sawal', 'kar', 'rahe', 'hain']",25,अखिलेश से रपे का सवाल पोछने पे आपको बहुत बुरा लग रहा है जैसे क्राइम फ्री है और लोग यु ही सवाल कर रहे हैं
337,"Islamic terrorism puri duia me ek bada problem hai, aur sab jagah muslims utpat macha rahe hain",0,islamic terrorism puri duia ek bada problem hai aur sab jagah muslims utpat macha rahe hain,"['islamic', 'terrorism', 'puri', 'duia', 'ek', 'bada', 'problem', 'hai', 'aur', 'sab', 'jagah', 'muslims', 'utpat', 'macha', 'rahe', 'hain']",16,इस्लामिक टेररिज्म पूरी दुइए एक बड़ा प्रॉब्लम है और सब जगह मुस्लिम्स उत्पात मचा रहे हैं
338,"lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota,",0,lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota,"['lekin', 'ek', 'gang', 'aur', 'kuch', 'logon', 'ke', 'hone', 'se', 'koi', 'hindu', 'terrorism', 'prove', 'nahi', 'hota']",15,लेकिन एक गैंग और कुछ लोगों के होने से कोई हिन्दू टेररिज्म प्रोवे नहीं होता
339,"Choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he, black mail kar rahe he to kanun bebadta thika he https://twitter.com/AjayKushwaha_/status/831482730428919810 …",0,choti si pradesh gujurat satadhari party ke sevak lok jab aurato ko rape karte black mail kar rahe kanun bebadta thika …,"['choti', 'si', 'pradesh', 'gujurat', 'satadhari', 'party', 'ke', 'sevak', 'lok', 'jab', 'aurato', 'ko', 'rape', 'karte', 'black', 'mail', 'kar', 'rahe', 'kanun', 'bebadta', 'thika', '…']",22,चोति सि प्रदेश् गुजुरत् सतधरि पर्त्य् के सेवक् लोक् जब् औरतो को रपे कर्ते ब्लच्क् मैल् कर् रहे कनुन् बेबद्त थिक …
340,reject karna tha to seedha bol deti.. Murder karwane ki kya jarurat thi  @_GlossyLipss,0,reject karna tha seedha bol deti murder karwane ki kya jarurat thi USER,"['reject', 'karna', 'tha', 'seedha', 'bol', 'deti', 'murder', 'karwane', 'ki', 'kya', 'jarurat', 'thi', 'USER']",13,रिजेक्ट करना था सीधा बोल देती मर्डर करवाने की क्या जरुरत थी यूजर
341,Islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,0,islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,"['islamic', 'terrorism', 'ek', 'worldwide', 'phenomena', 'hai', 'aur', 'labbhag', 'har', 'desh', 'ke', 'muslims', 'isame', 'shamil', 'hain']",15,इस्लामिक टेररिज्म एक वर्ल्डवाइड फिनामिना है और लबभग हर देश के मुस्लिम्स इसमें शामिल हैं
342,Rakesh ji apne aakaon ko samjhao WO apne knowledge ko desh ki unity & progress ke liye use Karen kab take minority se nafrat karoge,0,rakesh ji apne aakaon ko samjhao wo apne knowledge ko desh ki unity progress ke liye use karen kab take minority se nafrat karoge,"['rakesh', 'ji', 'apne', 'aakaon', 'ko', 'samjhao', 'wo', 'apne', 'knowledge', 'ko', 'desh', 'ki', 'unity', 'progress', 'ke', 'liye', 'use', 'karen', 'kab', 'take', 'minority', 'se', 'nafrat', 'karoge']",24,राकेश जी अपने आकाओं को समझाओ वो अपने नॉलेज को देश की यूनिटी प्रोग्रेस के लिए उसे करें कब टेक माइनॉरिटी से नफरत करोगे
343,"ek kisi gang ke hone se terrorism ka hona sidh nahi hota, unlogon ka koi terrorist network nahi.",0,ek kisi gang ke hone se terrorism ka hona sidh nahi hota unlogon ka koi terrorist network nahi,"['ek', 'kisi', 'gang', 'ke', 'hone', 'se', 'terrorism', 'ka', 'hona', 'sidh', 'nahi', 'hota', 'unlogon', 'ka', 'koi', 'terrorist', 'network', 'nahi']",18,एक किसी गैंग के होने से टेररिज्म का होना सिद्ध नहीं होता उनलोगों का कोई टेररिस्ट नेटवर्क नहीं
344,@15lakh100days Abe dhakan Islam sirf 1400 saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya @SandipRnc https://twitter.com/15lakh100days/status/831525420562579456 …,0,USER,['USER'],1,यूजर
345,Aur islamic terrorism worldwide phenomena hai tu ATS ke peeche laga hai jaise ATS hee sab kuch hai?,0,aur islamic terrorism worldwide phenomena hai tu ats ke peeche laga hai jaise ats hee sab kuch hai,"['aur', 'islamic', 'terrorism', 'worldwide', 'phenomena', 'hai', 'tu', 'ats', 'ke', 'peeche', 'laga', 'hai', 'jaise', 'ats', 'hee', 'sab', 'kuch', 'hai']",18,और इस्लामिक टेररिज्म वर्ल्डवाइड फिनामिना है तू अतः के पीछे लगा है जैसे अतः ही सब कुछ है
346,terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota..,0,terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota,"['terrorism', 'ka', 'koi', 'dharm', 'nehi', 'hota', 'aur', 'tere', 'hai', 'sasti', 'rand', 'k', 'bachcho', 'ka', 'koi', 'name', 'nehi', 'hota']",18,टेररिज्म का कोई धर्म नहीं होता और तेरे है सस्ती रैंड क बच्चो का कोई नाम नहीं होता
347,"tuk to gaya na, jo ruk gaya to woh terrorism kaise hua/ aur jo ruk gaya usako tu ghont kyon raha hai.",0,tuk gaya na jo ruk gaya woh terrorism kaise hua aur jo ruk gaya usako tu ghont kyon raha hai,"['tuk', 'gaya', 'na', 'jo', 'ruk', 'gaya', 'woh', 'terrorism', 'kaise', 'hua', 'aur', 'jo', 'ruk', 'gaya', 'usako', 'tu', 'ghont', 'kyon', 'raha', 'hai']",20,तुक गया न जो रुक गया वह टेररिज्म कैसे हुआ और जो रुक गया उसको तू घोंट क्यों रहा है
348,Baleegh ur Rehman ka rape chal raha hai Hamir Mir k show mai.,0,baleegh ur rehman ka rape chal raha hai hamir mir k show mai,"['baleegh', 'ur', 'rehman', 'ka', 'rape', 'chal', 'raha', 'hai', 'hamir', 'mir', 'k', 'show', 'mai']",13,बलीग़ ुर रेहमान का रपे चल रहा है हमीर मीर क शो मई
349,"11 logon se terrorism nahi hoti, you dumb, haan ek gang ban skata hai,",0,logon se terrorism nahi hoti dumb haan ek gang ban skata hai,"['logon', 'se', 'terrorism', 'nahi', 'hoti', 'dumb', 'haan', 'ek', 'gang', 'ban', 'skata', 'hai']",12,लोगों से टेररिज्म नहीं होती डम्ब हाँ एक गैंग बन सकता है
350,to karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,0,karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,"['karekarey', 'sahab', 'ka', 'naam', 'kyoun', 'na', 'lun', 'jis', 'ne', 'hindu', 'terrorism', 'ka', 'parda', 'faash', 'kiya']",15,करकरे साहब का नाम क्योँ न लूँ जिस ने हिन्दू टेररिज्म का पर्दा फाश किया
351,"haan hum to bhakt hai terrorist thode hain tumhari taraha, terrorism to tumhari khoon me hai.",0,haan hum bhakt hai terrorist thode hain tumhari taraha terrorism tumhari khoon hai,"['haan', 'hum', 'bhakt', 'hai', 'terrorist', 'thode', 'hain', 'tumhari', 'taraha', 'terrorism', 'tumhari', 'khoon', 'hai']",13,हाँ हम भक्त है टेररिस्ट थोड़े हैं तुम्हारी तरह टेररिज्म तुम्हारी खून है
352,"Islamic terrorism ka to roj pardafash hota hai to rukana chahiye tha,",0,islamic terrorism ka roj pardafash hota hai rukana chahiye tha,"['islamic', 'terrorism', 'ka', 'roj', 'pardafash', 'hota', 'hai', 'rukana', 'chahiye', 'tha']",10,इस्लामिक टेररिज्म का रोज पर्दाफाश होता है रुकना चाहिए था
353,mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,0,mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,"['mere', 'jism', 'ka', 'khoon', 'ka', 'akhiro', 'qatra', 'quraban', 'ho', 'rasool', 'pe', 'aur', 'tumhara', 'pura', 'body', 'ganga', 'nadi', 'pe', 'hahaha']",19,मेरे जिस्म का खून का अखिरो क़तरा क़ुरबान हो रसूल पे और तुम्हारा पूरा बॉडी गंगा नदी पे हाहाहा
354,UP ke Law n Order Ki To le ke rakhi hai,0,ke law n order ki le ke rakhi hai,"['ke', 'law', 'n', 'order', 'ki', 'le', 'ke', 'rakhi', 'hai']",9,के लॉ न आर्डर की ले के राखी है
355,Gundagardi murder rape... http://fb.me/2X1unmAUp ,0,gundagardi murder rape,"['gundagardi', 'murder', 'rape']",3,गुंडागर्दी मर्डर रपे
356,aaye din terrorists attack ho rahe hain wahan se Islamic terrorism ka pata hota hai mere kahane se nahi.,0,aaye din terrorists attack ho rahe hain wahan se islamic terrorism ka pata hota hai mere kahane se nahi,"['aaye', 'din', 'terrorists', 'attack', 'ho', 'rahe', 'hain', 'wahan', 'se', 'islamic', 'terrorism', 'ka', 'pata', 'hota', 'hai', 'mere', 'kahane', 'se', 'nahi']",19,आये दिन टेर्रोरिस्ट्स अटैक हो रहे हैं वहां से इस्लामिक टेररिज्म का पता होता है मेरे कहने से नहीं
